tourney_pk,tourney_id,date_id,tourney_name,surface,draw_size,tourney_level,tourney_spectators,tourney_revenue
2018-W-WITF-THA-14A-201815201841126Hua Hin $15K,2018-W-WITF-THA-14A-2018,201841126,Hua Hin $15K,Hard,32,15,2581,507217.75
2017-W-WITF-ESP-06A-201725201720508Monzon $25K,2017-W-WITF-ESP-06A-2017,201720508,Monzon $25K,Hard,32,25,4647,838391.07
2016-W-C100-SVK-01A-2016100201620509Trnava $100K,2016-W-C100-SVK-01A-2016,201620509,Trnava $100K,Clay,32,100,1705,301760.85
2016-W-C10-POR-03A-201610201620627Amarante $10K,2016-W-C10-POR-03A-2016,201620627,Amarante $10K,Hard,32,10,2041,453979.38
2020-M-DC-2020-WG1-PO-UKR-TPE-01D202010306Davis Cup WG1 PO: UKR vs TPE,2020-M-DC-2020-WG1-PO-UKR-TPE-01,202010306,Davis Cup WG1 PO: UKR vs TPE,Hard,4,D,560,110428.95
2016-W-C25-UKR-01A-201625201630822Kharkiv $25K,2016-W-C25-UKR-01A-2016,201630822,Kharkiv $25K,Clay,32,25,4123,790464.02
2016-M052I201610215Rio de Janeiro,2016-M052,201610215,Rio de Janeiro,Clay,32,I,3827,837589.31
2016-7492C201620418Nanjing CH,2016-7492,201620418,Nanjing CH,Clay,32,C,2462,551657.32
2021-W-ITF-GEO-01A-202115202120517W15 Tbilisi,2021-W-ITF-GEO-01A-2021,202120517,W15 Tbilisi,Hard,32,15,3639,820706.27
2016-W-C25-USA-19A-201625201630926Stillwater OK $25K,2016-W-C25-USA-19A-2016,201630926,Stillwater OK $25K,Hard,32,25,3441,662961.28
2016-W-C10-GRE-01A-201610201610321Heraklion $10K,2016-W-C10-GRE-01A-2016,201610321,Heraklion $10K,Hard,32,10,2469,488459.5
2020-M-DC-2020-WG1-PO-LTU-POR-01D202010306Davis Cup WG1 PO: LTU vs POR,2020-M-DC-2020-WG1-PO-LTU-POR-01,202010306,Davis Cup WG1 PO: LTU vs POR,Hard,4,D,341,71642.68
2019-W-ITF-USA-42A-201980201941028W80 Tyler TX,2019-W-ITF-USA-42A-2019,201941028,W80 Tyler TX,Hard,32,80,2896,656000.19
2017-W-FC-2017-WG-M-SUI-FRA-01D201710211Fed Cup WG R1: SUI vs FRA,2017-W-FC-2017-WG-M-SUI-FRA-01,201710211,Fed Cup WG R1: SUI vs FRA,Hard,4,D,352,67947.15
2019-M-DC-2019-G1-EPA-M-AUT-FIN-01D201930913Davis Cup G1 R1: AUT vs FIN,2019-M-DC-2019-G1-EPA-M-AUT-FIN-01,201930913,Davis Cup G1 R1: AUT vs FIN,Hard,4,D,348,70864.71
2020-8388C202030928Split CH,2020-8388,202030928,Split CH,Clay,32,C,4324,734340.78
2018-W-WITF-POR-09A-201815201820625Guimaraes $15K,2018-W-WITF-POR-09A-2018,201820625,Guimaraes $15K,Hard,32,15,4608,916116.58
2018-W-WITF-TUR-26A-201815201830917Antalya $15K,2018-W-WITF-TUR-26A-2018,201830917,Antalya $15K,Hard,32,15,4367,824366.98
2019-W-ITF-CHI-01A-201960201941104W60 Colina,2019-W-ITF-CHI-01A-2019,201941104,W60 Colina,Clay,32,60,3697,971757.44
2019-W-ITF-GER-08A-201925201920624W25 Darmstadt,2019-W-ITF-GER-08A-2019,201920624,W25 Darmstadt,Clay,32,25,4520,767593.36
2021-W-ITF-FRA-13A-202160202120628W60 Montpellier,2021-W-ITF-FRA-13A-2021,202120628,W60 Montpellier,Clay,32,60,2351,422423.19
2021-W-ITF-GEO-02A-202125202130712W25 Telavi,2021-W-ITF-GEO-02A-2021,202130712,W25 Telavi,Clay,48,25,6203,1436125.64
2017-0804P201720403Charleston,2017-0804,201720403,Charleston,Clay,64,P,4377,926105.03
2017-6116A201730724Atlanta,2017-6116,201730724,Atlanta,Hard,32,A,2801,535378.07
2016-1005I201620425Rabat,2016-1005,201620425,Rabat,Clay,32,I,3781,718140.8
2019-W-ITF-SWE-05A-201915201941028W15 Stockholm,2019-W-ITF-SWE-05A-2019,201941028,W15 Stockholm,Hard,32,15,2326,420564.61
2016-1076I201641010Tianjin,2016-1076,201641010,Tianjin,Hard,32,I,3357,537297.45
2020-W-ITF-ESP-16A-202025202041116W25 Las Palmas de Gran Canaria,2020-W-ITF-ESP-16A-2020,202041116,W25 Las Palmas de Gran Canaria,Clay,32,25,2427,560761.25
2018-6116A201830723Atlanta,2018-6116,201830723,Atlanta,Hard,32,A,2447,505775.49
2021-0059C202120419Salinas 1 CH,2021-0059,202120419,Salinas 1 CH,Hard,32,C,3172,694366.72
2019-W-ITF-JPN-05A-201925201910318W25 Kofu,2019-W-ITF-JPN-05A-2019,201910318,W25 Kofu,Hard,32,25,2591,445146.77
2016-W-C10-AUT-03A-201610201630815Graz $10K,2016-W-C10-AUT-03A-2016,201630815,Graz $10K,Clay,32,10,3315,748155.54
2016-W-C25-JPN-01B-201625201620606Tokyo $25K,2016-W-C25-JPN-01B-2016,201620606,Tokyo $25K,Hard,32,25,3532,896505.14
2017-W-FC-2017-G2-AO-PP5-8-NZL-SRI-01D201730721Fed Cup G2 PM: NZL vs SRI,2017-W-FC-2017-G2-AO-PP5-8-NZL-SRI-01,201730721,Fed Cup G2 PM: NZL vs SRI,Hard,2,D,138,27301.26
2018-0448C201830910Szczecin CH,2018-0448,201830910,Szczecin CH,Clay,32,C,2739,562698.34
2018-W-WITF-GBR-06A-2018100201820625Southsea $100K,2018-W-WITF-GBR-06A-2018,201820625,Southsea $100K,Grass,16,100,1717,311948.67
2016-W-C10-RSA-02A-201610201641107Stellenbosch $10K,2016-W-C10-RSA-02A-2016,201641107,Stellenbosch $10K,Hard,32,10,4175,900092.17
2016-W-C25-GER-01A-201625201610215Altenkirchen $25K,2016-W-C25-GER-01A-2016,201610215,Altenkirchen $25K,Carpet,32,25,3128,666325.49
2021-W-ITF-FRA-12A-202160202130712W60 Biarritz,2021-W-ITF-FRA-12A-2021,202130712,W60 Biarritz,Clay,32,60,2702,403219.3
2019-3463C201920624Milan CH,2019-3463,201920624,Milan CH,Clay,64,C,5169,975709.2
2017-M-DC-2017-G2-AM-M-BAR-VEN-01D201730915Davis Cup G2 R3: BAR vs VEN,2017-M-DC-2017-G2-AM-M-BAR-VEN-01,201730915,Davis Cup G2 R3: BAR vs VEN,Hard,4,D,444,91424.25
2018-1091I201820618Mallorca,2018-1091,201820618,Mallorca,Grass,32,I,2420,512129.49
2016-7494C201620411Barletta CH,2016-7494,201620411,Barletta CH,Clay,32,C,3900,737517.06
2017-W-FC-2017-G2-AO-D-M-SRI-TJK-01D201730720Fed Cup G2 RR: SRI vs TJK,2017-W-FC-2017-G2-AO-D-M-SRI-TJK-01,201730720,Fed Cup G2 RR: SRI vs TJK,Hard,2,D,163,31682.9
2018-W-FC-2018-G1-AM-A-M-PAR-COL-01D201810207Fed Cup G1 RR: PAR vs COL,2018-W-FC-2018-G1-AM-A-M-PAR-COL-01,201810207,Fed Cup G1 RR: PAR vs COL,Clay,2,D,150,31744.25
2017-1099I201720417Zhengzhou,2017-1099,201720417,Zhengzhou,Hard,32,I,3377,671328.11
2019-W-ITF-MEX-09A-201915201920506W15 Cancun,2019-W-ITF-MEX-09A-2019,201920506,W15 Cancun,Hard,31,15,2392,446941.34
2021-W-ITF-ITA-06A-202115202130726W15 Cordenons,2021-W-ITF-ITA-06A-2021,202130726,W15 Cordenons,Clay,32,15,3065,579349.97
2018-W-WITF-ITA-20A-201860201830702Rome $60K,2018-W-WITF-ITA-20A-2018,201830702,Rome $60K,Clay,32,60,3110,663230.34
2017-0703P201730731Stanford,2017-0703,201730731,Stanford,Hard,32,P,2847,499738.85
2017-W-FC-2017-G1-AO-A-M-THA-KAZ-01D201710210Fed Cup G1 RR: THA vs KAZ,2017-W-FC-2017-G1-AO-A-M-THA-KAZ-01,201710210,Fed Cup G1 RR: THA vs KAZ,Hard,2,D,234,48710.45
2017-W-WITF-SRI-01A-201715201741002Colombo $15K,2017-W-WITF-SRI-01A-2017,201741002,Colombo $15K,Clay,32,15,3626,633697.41
2019-0466I201930722Palermo,2019-0466,201930722,Palermo,Clay,32,I,2907,636593.04
2020-2011I202010302Lyon,2020-2011,202010302,Lyon,Hard,32,I,3487,452459.95
2019-W-FC-2019-G1-AM-B-M-ARG-PUR-01D201910206Fed Cup G1 RR: ARG vs PUR,2019-W-FC-2019-G1-AM-B-M-ARG-PUR-01,201910206,Fed Cup G1 RR: ARG vs PUR,Clay,2,D,148,29765.27
2016-M-DC-2016-G1-AM-M-CHI-DOM-01D201610304Davis Cup G1 R1: CHI vs DOM,2016-M-DC-2016-G1-AM-M-CHI-DOM-01,201610304,Davis Cup G1 R1: CHI vs DOM,Clay,4,D,511,99666.92
2021-W-ITF-TUN-18A-202115202120503W15 Monastir,2021-W-ITF-TUN-18A-2021,202120503,W15 Monastir,Hard,32,15,3073,591923.03
2017-W-WITF-TUR-13A-201725201720403Istanbul $25K,2017-W-WITF-TUR-13A-2017,201720403,Istanbul $25K,Hard,32,25,3437,698861.34
2017-W-WITF-USA-31A-201725201730918Lubbock TX $25K,2017-W-WITF-USA-31A-2017,201730918,Lubbock TX $25K,Hard,32,25,3256,718691.07
2016-W-C50-FRA-02A-201650201610328Croissy Beaubourg $50K,2016-W-C50-FRA-02A-2016,201610328,Croissy Beaubourg $50K,Hard,32,50,3233,624069.32
2019-W-ITF-BLR-02A-201925201920610W25 Minsk,2019-W-ITF-BLR-02A-2019,201920610,W25 Minsk,Clay,32,25,3196,691899.68
2017-M-DC-2017-G2-AO-M-PAK-THA-01D201730915Davis Cup G2 R3: PAK vs THA,2017-M-DC-2017-G2-AO-M-PAK-THA-01,201730915,Davis Cup G2 R3: PAK vs THA,Grass,4,D,435,83286.16
2021-W-ITF-ESP-21A-202125202130823W25 Vigo,2021-W-ITF-ESP-21A-2021,202130823,W25 Vigo,Hard,32,25,2001,393369.98
2018-W-FC-2018-G1-EPA-REL-POR-SWE-01D201810210Fed Cup G1 REL: POR vs SWE,2018-W-FC-2018-G1-EPA-REL-POR-SWE-01,201810210,Fed Cup G1 REL: POR vs SWE,Hard,2,D,192,37513.15
2020-0496A202010217Marseille,2020-0496,202010217,Marseille,Hard,32,A,3665,811938.08
2018-W-WITF-ITA-23A-201815201830723Schio $15K,2018-W-WITF-ITA-23A-2018,201830723,Schio $15K,Clay,32,15,2952,570637.43
2018-1074I201841008Hong Kong,2018-1074,201841008,Hong Kong,Hard,32,I,2941,673471.81
2020-W-ITF-USA-02A-202025202010113W25 Malibu CA,2020-W-ITF-USA-02A-2020,202010113,W25 Malibu CA,Hard,32,25,3153,652077.68
2017-W-WITF-ROU-05A-201715201730717Targu Jiu $15K,2017-W-WITF-ROU-05A-2017,201730717,Targu Jiu $15K,Clay,32,15,4008,673573.73
2016-M-DC-2016-G2-EPA-M-GEO-DEN-01D201610304Davis Cup G2 R1: GEO vs DEN,2016-M-DC-2016-G2-EPA-M-GEO-DEN-01,201610304,Davis Cup G2 R1: GEO vs DEN,Carpet,4,D,248,48426.95
2016-M-DC-2016-WG-PO-CAN-CHI-01D201630916Davis Cup WG PO: CAN vs CHI,2016-M-DC-2016-WG-PO-CAN-CHI-01,201630916,Davis Cup WG PO: CAN vs CHI,Hard,4,D,254,47714.22
2019-W-ITF-JPN-02A-201925201910225W25 Osaka,2019-W-ITF-JPN-02A-2019,201910225,W25 Osaka,Hard,32,25,2058,383611.96
2021-2033W202120412Charleston 2,2021-2033,202120412,Charleston 2,Clay,32,W,2886,547558.28
2019-W-FC-2019-G1-EPA-A-PPO-RUS-SWE-01D201910209Fed Cup G1 PPO: RUS vs SWE,2019-W-FC-2019-G1-EPA-A-PPO-RUS-SWE-01,201910209,Fed Cup G1 PPO: RUS vs SWE,Hard,2,D,198,37446.86
2018-0692C201820423Tallahassee CH,2018-0692,201820423,Tallahassee CH,Clay,32,C,2843,640157.96
2016-M-DC-2016-G2-EPA-M-LTU-BIH-01D201630916Davis Cup G2 R3: LTU vs BIH,2016-M-DC-2016-G2-EPA-M-LTU-BIH-01,201630916,Davis Cup G2 R3: LTU vs BIH,Hard,4,D,396,78983.82
2018-W-WITF-POR-22A-201815201841015Cantanhede $15K,2018-W-WITF-POR-22A-2018,201841015,Cantanhede $15K,Carpet,32,15,4900,822503.95
2019-W-ITF-JPN-04A-201925201910311W25 Nishi Tama,2019-W-ITF-JPN-04A-2019,201910311,W25 Nishi Tama,Hard,32,25,3044,512737.62
2016-W-FC-2016-G2-EPA-B-M-EGY-BIH-01D201620414Fed Cup G2 RR: EGY vs BIH,2016-W-FC-2016-G2-EPA-B-M-EGY-BIH-01,201620414,Fed Cup G2 RR: EGY vs BIH,Clay,2,D,132,26294.41
2021-W-ITF-EGY-02A-202115202110111W15 Cairo,2021-W-ITF-EGY-02A-2021,202110111,W15 Cairo,Clay,32,15,3056,569665.51
2017-W-WITF-BUL-01A-201725201730904Sofia $25K,2017-W-WITF-BUL-01A-2017,201730904,Sofia $25K,Clay,32,25,3263,613075.06
2016-W-C50-CHN-06A-201650201630725Wuhan $50K,2016-W-C50-CHN-06A-2016,201630725,Wuhan $50K,Hard,32,50,2810,538134.7
2021-W-ITF-GBR-01A-2021100202120614W100+H Nottingham,2021-W-ITF-GBR-01A-2021,202120614,W100+H Nottingham,Grass,32,100,3939,651542.55
2017-7701C201710320Quanzhou CH,2017-7701,201710320,Quanzhou CH,Hard,32,C,2422,449648.07
2017-W-WITF-POL-03A-201715201730807Mragowo $15K,2017-W-WITF-POL-03A-2017,201730807,Mragowo $15K,Clay,32,15,2888,666357.44
2017-M020A201710102Brisbane,2017-M020,201710102,Brisbane,Hard,32,A,3759,811338.92
2021-7083C202110117Istanbul CH,2021-7083,202110117,Istanbul CH,Hard,32,C,2705,560255.11
2018-M-DC-2018-G2-AM-M-VEN-URU-01D201820407Davis Cup G2 R2: VEN vs URU,2018-M-DC-2018-G2-AM-M-VEN-URU-01,201820407,Davis Cup G2 R2: VEN vs URU,Clay,4,D,416,86856.62
2016-W-C25-SUI-01A-201625201620425Chiasso $25K,2016-W-C25-SUI-01A-2016,201620425,Chiasso $25K,Clay,32,25,3148,653381.36
2017-6579C201741023Lima CH,2017-6579,201741023,Lima CH,Clay,32,C,3898,895735.22
2020-W-FC-2020-G2-EPA-A-M-TUN-MDA-01D202010204Fed Cup G2 RR: TUN vs MDA,2020-W-FC-2020-G2-EPA-A-M-TUN-MDA-01,202010204,Fed Cup G2 RR: TUN vs MDA,Hard,2,D,141,27739.99
2017-3626C201730904Alphen Aan Den Rijn CH,2017-3626,201730904,Alphen Aan Den Rijn CH,Clay,32,C,3053,566115.2
2019-W-ITF-CHN-22A-201915201930923W15 Anning,2019-W-ITF-CHN-22A-2019,201930923,W15 Anning,Clay,32,15,3501,740224.83
2021-W-ITF-EGY-11A-202115202110315W15 Sharm El Sheikh,2021-W-ITF-EGY-11A-2021,202110315,W15 Sharm El Sheikh,Hard,32,15,2606,554317.37
2021-0500A202120614Halle,2021-0500,202120614,Halle,Grass,32,A,4362,728385.33
2018-W-FC-2018-G2-AM-B-B-M-BER-BAH-01D201830720Fed Cup G2 RR: BER vs BAH,2018-W-FC-2018-G2-AM-B-B-M-BER-BAH-01,201830720,Fed Cup G2 RR: BER vs BAH,Clay,2,D,147,29210.63
2018-6313C201830910Shanghai CH,2018-6313,201830910,Shanghai CH,Hard,32,C,3984,894477.73
2018-9134C201841112Houston CH,2018-9134,201841112,Houston CH,Hard,32,C,2594,475459.35
2016-W-FC-2016-G1-AO-PPO-JPN-TPE-01D201610206Fed Cup G1 PPO: JPN vs TPE,2016-W-FC-2016-G1-AO-PPO-JPN-TPE-01,201610206,Fed Cup G1 PPO: JPN vs TPE,Hard,2,D,165,33751.4
2021-9154C202110315Cleveland CH,2021-9154,202110315,Cleveland CH,Hard,32,C,4076,939175.77
2021-W-ITF-KAZ-03A-202115202120405W15 Shymkent,2021-W-ITF-KAZ-03A-2021,202120405,W15 Shymkent,Clay,32,15,3235,679992.04
2016-520G201620523Roland Garros,2016-520,201620523,Roland Garros,Clay,128,G,10241,1582647.05
2020-W-ITF-ITA-34A-202015202030824W15 Cordenons,2020-W-ITF-ITA-34A-2020,202030824,W15 Cordenons,Clay,32,15,2318,517554.3
2019-W-ITF-GER-03A-201960201920429W60 Wiesbaden,2019-W-ITF-GER-03A-2019,201920429,W60 Wiesbaden,Clay,32,60,4684,828699.76
2021-2027I202110213Phillip Island Trophy,2021-2027,202110213,Phillip Island Trophy,Hard,64,I,7543,1733996.71
2018-0718P201810219Dubai,2018-0718,201810219,Dubai,Hard,32,P,2692,482238.46
2017-W-WITF-ITA-04A-201715201710313Solarino $15K,2017-W-WITF-ITA-04A-2017,201710313,Solarino $15K,Carpet,32,15,2830,526796.51
2017-W-WITF-NED-05A-201715201730821Rotterdam $15K,2017-W-WITF-NED-05A-2017,201730821,Rotterdam $15K,Clay,32,15,3990,584186.25
2017-W-WITF-GER-09A-201725201730703Darmstadt $25K,2017-W-WITF-GER-09A-2017,201730703,Darmstadt $25K,Clay,32,25,2442,516106.52
2016-W-C10-GRE-02A-201610201610328Heraklion $10K,2016-W-C10-GRE-02A-2016,201610328,Heraklion $10K,Hard,32,10,3259,715578.76
2016-W-FC-2016-G2-AO-PP5-6-POC-INA-01D201620416Fed Cup G2 PM: POC vs INA,2016-W-FC-2016-G2-AO-PP5-6-POC-INA-01,201620416,Fed Cup G2 PM: POC vs INA,Hard,2,D,142,27188.96
2021-9548C202130823Warsaw CH,2021-9548,202130823,Warsaw CH,Clay,32,C,3839,605329.45
2019-W-ITF-TUN-29A-201915201930715W15 Tabarka,2019-W-ITF-TUN-29A-2019,201930715,W15 Tabarka,Clay,32,15,2495,431852.47
2018-W-FC-2018-WG2-PO-ESP-PAR-01D201820421Fed Cup WG2 R1: ESP vs PAR,2018-W-FC-2018-WG2-PO-ESP-PAR-01,201820421,Fed Cup WG2 R1: ESP vs PAR,Clay,4,D,432,77855.38
2017-W-FC-2017-WG2-PO-CAN-KAZ-01D201720422Fed Cup WG2 R1: CAN vs KAZ,2017-W-FC-2017-WG2-PO-CAN-KAZ-01,201720422,Fed Cup WG2 R1: CAN vs KAZ,Hard,4,D,307,62718.19
2018-0352M201841029Paris Masters,2018-0352,201841029,Paris Masters,Hard,64,M,3920,634465.72
2020-7009C202030907Aix En Provence CH,2020-7009,202030907,Aix En Provence CH,Clay,32,C,3380,860722.48
2019-7341C201941021Brest CH,2019-7341,201941021,Brest CH,Hard,64,C,8358,2270493.69
2017-1056P201730918Tokyo,2017-1056,201730918,Tokyo,Hard,32,P,3748,839890.59
2021-9481A202120405Cagliari,2021-9481,202120405,Cagliari,Clay,32,A,3691,785891.44
2020-6579C202041123Lima CH,2020-6579,202041123,Lima CH,Clay,32,C,2549,456694.12
2019-W-ITF-COL-03A-201925201941021W25 Cucuta,2019-W-ITF-COL-03A-2019,201941021,W25 Cucuta,Clay,32,25,3944,788465.16
2019-3618C201930715Nur-Sultan CH,2019-3618,201930715,Nur-Sultan CH,Hard,64,C,4598,957867.61
2019-M-DC-2019-G1-AO-M-UZB-LBN-01D201930913Davis Cup G1 R1: UZB vs LBN,2019-M-DC-2019-G1-AO-M-UZB-LBN-01,201930913,Davis Cup G1 R1: UZB vs LBN,Clay,4,D,356,77671.89
2019-M-DC-2019-FLS-B-M-ESP-RUS-01D201941119Davis Cup Finals RR: ESP vs RUS,2019-M-DC-2019-FLS-B-M-ESP-RUS-01,201941119,Davis Cup Finals RR: ESP vs RUS,Hard,4,D,216,42617.03
2021-W-ITF-TUN-05A-202115202110201W15 Monastir,2021-W-ITF-TUN-05A-2021,202110201,W15 Monastir,Hard,32,15,3407,704965.39
2017-W-WITF-BLR-03A-201715201741120Minsk $15K,2017-W-WITF-BLR-03A-2017,201741120,Minsk $15K,Hard,32,15,2858,645834.66
2017-W-WITF-CAN-05A-201725201730717Gatineau $25K,2017-W-WITF-CAN-05A-2017,201730717,Gatineau $25K,Hard,32,25,3393,595465.8
2018-W-WITF-IND-05A-201825201841217Navi Mumbai $25K,2018-W-WITF-IND-05A-2018,201841217,Navi Mumbai $25K,Hard,32,25,3571,649246.68
2019-W-FC-2019-G2-AM-B-A-M-GUA-CUB-01D201920417Fed Cup G2 RR: GUA vs CUB,2019-W-FC-2019-G2-AM-B-A-M-GUA-CUB-01,201920417,Fed Cup G2 RR: GUA vs CUB,Hard,2,D,237,47268.34
2016-1796C201610328St. Brieuc CH,2016-1796,201610328,St. Brieuc CH,Hard,32,C,4213,1040379.12
2017-1082I201720501Prague,2017-1082,201720501,Prague,Clay,32,I,2419,482264.44
2017-W-WITF-FRA-25A-201725201741016Joue Les Tours $25K,2017-W-WITF-FRA-25A-2017,201741016,Joue Les Tours $25K,Hard,32,25,3261,638295.75
2018-W-FC-2018-G2-EPA-B-M-NOR-BIH-01D201820420Fed Cup G2 RR: NOR vs BIH,2018-W-FC-2018-G2-EPA-B-M-NOR-BIH-01,201820420,Fed Cup G2 RR: NOR vs BIH,Clay,2,D,150,29615.48
2019-W-FC-2019-G2-EPA-B-M-LUX-POR-01D201910207Fed Cup G2 RR: LUX vs POR,2019-W-FC-2019-G2-EPA-B-M-LUX-POR-01,201910207,Fed Cup G2 RR: LUX vs POR,Hard,2,D,193,39027.88
2016-W-C10-EST-01A-201610201630725Parnu $10K,2016-W-C10-EST-01A-2016,201630725,Parnu $10K,Clay,32,10,2486,449924.45
2018-7652C201810115Koblenz CH,2018-7652,201810115,Koblenz CH,Hard,32,C,4129,835438.1
2017-W-WITF-ITA-12A-201725201720529Grado $25K,2017-W-WITF-ITA-12A-2017,201720529,Grado $25K,Clay,32,25,4371,952953.63
2019-W-ITF-EGY-03A-201915201910204W15 Sharm El Sheikh,2019-W-ITF-EGY-03A-2019,201910204,W15 Sharm El Sheikh,Hard,32,15,3883,661464.69
2018-W-WITF-GRE-08A-201815201841112Heraklion $15K,2018-W-WITF-GRE-08A-2018,201841112,Heraklion $15K,Clay,32,15,2505,608570.45
2017-6967A201730925Shenzhen,2017-6967,201730925,Shenzhen,Hard,32,A,3073,648209.77
2017-7707C201720424Francavilla Al Mare CH,2017-7707,201720424,Francavilla Al Mare CH,Clay,32,C,4603,1191223.91
2018-7736C201820604Shymkent CH,2018-7736,201820604,Shymkent CH,Clay,32,C,3772,661175.99
2019-W-ITF-NED-03A-201915201930812W15 Oldenzaal,2019-W-ITF-NED-03A-2019,201930812,W15 Oldenzaal,Clay,32,15,2740,518059.68
2018-W-WITF-BRA-01A-201825201810219Curitiba $25K,2018-W-WITF-BRA-01A-2018,201810219,Curitiba $25K,Clay,32,25,2819,548005.13
2019-W-ITF-TUN-20A-201915201920520W15 Tabarka,2019-W-ITF-TUN-20A-2019,201920520,W15 Tabarka,Clay,32,15,3717,688992.98
2020-W-ITF-CZE-09A-202025202030907W25 Prague,2020-W-ITF-CZE-09A-2020,202030907,W25 Prague,Clay,32,25,2783,468332.61
2019-W-ITF-RUS-04A-201925201920429W25 Khimki,2019-W-ITF-RUS-04A-2019,201920429,W25 Khimki,Hard,32,25,4094,681727.75
2018-0804P201820402Charleston,2018-0804,201820402,Charleston,Clay,64,P,7960,1206244.53
2018-M-DC-2018-WG-M-FRA-CRO-01D201841123Davis Cup WG F: FRA vs CRO,2018-M-DC-2018-WG-M-FRA-CRO-01,201841123,Davis Cup WG F: FRA vs CRO,Clay,4,D,402,75921.21
2020-W-ITF-GRE-05A-202015202010309W15 Heraklion,2020-W-ITF-GRE-05A-2020,202010309,W15 Heraklion,Clay,32,15,3036,718956.25
2016-W-C10-SLO-02A-201610201620613Maribor $10K,2016-W-C10-SLO-02A-2016,201620613,Maribor $10K,Clay,32,10,2829,618930.91
2017-7161A201710206Quito,2017-7161,201710206,Quito,Clay,32,A,2801,598331.32
2021-8996A202110308Santiago,2021-8996,202110308,Santiago,Clay,32,A,2268,470258.06
2016-W-C25-CHN-03A-201625201630711Qujing $25K,2016-W-C25-CHN-03A-2016,201630711,Qujing $25K,Hard,32,25,3007,435154.72
2018-0451A201810101Doha,2018-0451,201810101,Doha,Hard,32,A,4012,693514.18
2016-7496C201610307Zhuhai CH,2016-7496,201610307,Zhuhai CH,Hard,32,C,4066,634995.89
2016-W-C50-USA-03A-201650201620418Dothan AL $50K,2016-W-C50-USA-03A-2016,201620418,Dothan AL $50K,Clay,32,50,2677,641939.3
2016-W-C25-ESP-01A-201625201630829Barcelona $25K,2016-W-C25-ESP-01A-2016,201630829,Barcelona $25K,Clay,32,25,3520,346543.79
2020-W-FC-2020-G1-AO-A-M-TPE-INA-01D202010303Fed Cup G1 RR: TPE vs INA,2020-W-FC-2020-G1-AO-A-M-TPE-INA-01,202010303,Fed Cup G1 RR: TPE vs INA,Hard,2,D,183,37510.44
2018-W-WITF-RUS-02A-201815201810312Kazan $15K,2018-W-WITF-RUS-02A-2018,201810312,Kazan $15K,Hard,32,15,2768,498429.94
2019-W-ITF-TUN-41A-201915201941007W15 Tabarka,2019-W-ITF-TUN-41A-2019,201941007,W15 Tabarka,Clay,32,15,3309,556043.18
2017-M-DC-2017-G2-EPA-M-NOR-LAT-01D201710203Davis Cup G2 R1: NOR vs LAT,2017-M-DC-2017-G2-EPA-M-NOR-LAT-01,201710203,Davis Cup G2 R1: NOR vs LAT,,4,D,366,70070.35
2016-6795C201630801Liberec CH,2016-6795,201630801,Liberec CH,Clay,32,C,2840,548767.1
2021-W-ITF-TUR-12A-202115202110322W15 Antalya,2021-W-ITF-TUR-12A-2021,202110322,W15 Antalya,Clay,32,15,2781,512870.28
2020-W-ITF-AUS-06A-202025202010302W25 Mildura,2020-W-ITF-AUS-06A-2020,202010302,W25 Mildura,Grass,32,25,4096,806876.51
2016-W-C25-GER-02A-201625201620425Wiesbaden $25K,2016-W-C25-GER-02A-2016,201620425,Wiesbaden $25K,Clay,32,25,3221,561227.35
2020-0600C202030817Prague CH,2020-0600,202030817,Prague CH,Clay,64,C,7719,1803472.6
2018-W-WITF-ESP-12A-201825201830709Getxo $25K,2018-W-WITF-ESP-12A-2018,201830709,Getxo $25K,Clay,32,25,3788,640462.99
2016-1051P201620418Stuttgart,2016-1051,201620418,Stuttgart,Clay,32,P,2830,706209.49
2019-W-ITF-THA-09A-201915201941007W15 Hua Hin,2019-W-ITF-THA-09A-2019,201941007,W15 Hua Hin,Hard,32,15,2820,636325.46
2016-W-C10-ESP-01A-201610201610215Palmanova $10K,2016-W-C10-ESP-01A-2016,201610215,Palmanova $10K,Clay,32,10,2547,564470.61
2016-W-C10-USA-02B-201610201620530Buffalo NY $10K,2016-W-C10-USA-02B-2016,201620530,Buffalo NY $10K,Clay,32,10,3093,671269.54
2019-M-DC-2019-QLS-M-SWE-COL-01D201910201Davis Cup QLS R1: SWE vs COL,2019-M-DC-2019-QLS-M-SWE-COL-01,201910201,Davis Cup QLS R1: SWE vs COL,Clay,4,D,446,85703.78
2019-W-ITF-GER-11A-201925201930722W25 Horb,2019-W-ITF-GER-11A-2019,201930722,W25 Horb,Clay,32,25,3338,582735.41
2021-W-ITF-POL-01A-202125202120628W25 Wroclaw,2021-W-ITF-POL-01A-2021,202120628,W25 Wroclaw,Clay,48,25,4148,719614.6
2016-W-C50-USA-02A-201650201610328Osprey FL $50K,2016-W-C50-USA-02A-2016,201610328,Osprey FL $50K,Clay,32,50,4658,1152034.3
2019-W-ITF-EGY-26A-201915201941028W15 Sharm El Sheikh,2019-W-ITF-EGY-26A-2019,201941028,W15 Sharm El Sheikh,Hard,32,15,1865,299144.35
2017-W-FC-2017-G2-AM-B-M-GUA-BAR-01D201730720Fed Cup G2 RR: GUA vs BAR,2017-W-FC-2017-G2-AM-B-M-GUA-BAR-01,201730720,Fed Cup G2 RR: GUA vs BAR,,2,D,202,40738.42
